S.no,Gender Name,Category Name,Color Name,SKU,Product Description,Base Price,Shipping Weight,Tax Rate %
688,Female,T-Shirt Dress | FC43,White,FLtFs-Wh-M,Female T-Shirt Dress | FC43 White M,235,250,5
689,Female,Crop Top | FC39,Red,FCpTp-Rd-XS,Female Crop Top | FC39 Red XS,120,190,5
690,Female,Womens Tank Top | FT37,Charcoal Melange,FTt-Cm-XL,Female Womens Tank Top | FT37 Charcoal Melange XL,130,170,5
691,Female,Crop Tank | FC40,Purple,FFCpTnk-Pu-XL,Female Crop Tank | FC40 Purple XL,100,130,5
692,Female,Baby Tee | FT47,Lavender,FBbyTrnHs-Lv-XL,Female Baby Tee | FT47 Lavender XL,160,120,5
693,Female,Crop Top | FC39,Black,FCpTp-Bk-L,Female Crop Top | FC39 Black L,120,190,5
694,Female,Crop Top | FC39,White,FCpTp-Wh-XXL,Female Crop Top | FC39 White XXL,120,200,5
695,Female,Cropped Hoodie | FC32,Black,FCpHd-Bk-XL,Female Cropped Hoodie | FC32 Black XL,290,580,5
696,Female,Crop Tank | FC40,White,FFCpTnk-Wh-L,Female Crop Tank | FC40 White L,100,130,5
697,Female,Baby Tee | FT47,Black,FBbyTrnHs-Bk-L,Female Baby Tee | FT47 Black L,160,120,5
698,Female,Crop Top | FC39,Light Baby Pink,FCpTp-LBp-XL,Female Crop Top | FC39 Light Baby Pink XL,120,190,5
699,Female,Maternity Dress | FM44,Black,FMtHs-Bk-S,Female Maternity Dress | FM44 Black S,210,250,5
700,Female,Crop Top | FC39,SkyBlue,FCpTp-Sb-S,Female Crop Top | FC39 SkyBlue S,120,190,5
701,Female,Cropped Hoodie | FC32,Light Baby Pink,FCpHd-LBp-XS,Female Cropped Hoodie | FC32 Light Baby Pink XS,290,580,5
702,Female,Womens Tank Top | FT37,Grey Melange,FTt-Gm-L,Female Womens Tank Top | FT37 Grey Melange L,130,170,5
703,Female,Crop Tank | FC40,Purple,FFCpTnk-Pu-S,Female Crop Tank | FC40 Purple S,100,130,5
704,Female,Baby Tee | FT47,Lavender,FBbyTrnHs-Lv-S,Female Baby Tee | FT47 Lavender S,160,120,5
705,Female,Crop Top | FC39,Light Baby Pink,FCpTp-LBp-M,Female Crop Top | FC39 Light Baby Pink M,120,190,5
706,Female,Crop Top | FC39,White,FCpTp-Wh-M,Female Crop Top | FC39 White M,120,190,5
707,Female,T-Shirt Dress | FC43,Grey Melange,FLtFs-Gm-L,Female T-Shirt Dress | FC43 Grey Melange L,235,250,5
708,Female,Baby Tee | FT47,White,FBbyTrnHs-Wh-XS,Female Baby Tee | FT47 White XS,160,120,5
709,Female,Crop Top | FC39,Golden Yellow,FCpTp-GYI-L,Female Crop Top | FC39 Golden Yellow L,120,190,5
710,Female,Crop Top | FC39,Navy Blue,FCpTp-Nb-XS,Female Crop Top | FC39 Navy Blue XS,120,190,5
711,Female,Cropped Hoodie | FC32,Light Baby Pink,FCpHd-LBp-M,Female Cropped Hoodie | FC32 Light Baby Pink M,290,580,5
712,Female,Womens Tank Top | FT37,Black,FTt-Bk-XL,Female Womens Tank Top | FT37 Black XL,130,170,5
713,Female,Crop Tank | FC40,Royal Blue,FFCpTnk-Rb-XL,Female Crop Tank | FC40 Royal Blue XL,100,130,5
714,Female,Baby Tee | FT47,Light Baby Pink,FBbyTrnHs-LBp-XL,Female Baby Tee | FT47 Light Baby Pink XL,160,120,5
715,Female,Crop Top | FC39,SkyBlue,FCpTp-Sb-M,Female Crop Top | FC39 SkyBlue M,120,190,5
716,Female,Crop Top | FC39,Beige,FCpTp-Be-XXL,Female Crop Top | FC39 Beige XXL,120,200,5
717,Female,T-Shirt Dress | FC43,Navy Blue,FLtFs-Nb-XL,Female T-Shirt Dress | FC43 Navy Blue XL,235,250,5
718,Female,Cropped Hoodie | FC32,Black,FCpHd-Bk-S,Female Cropped Hoodie | FC32 Black S,290,580,5
719,Female,Baby Tee | FT47,White,FBbyTrnHs-Wh-L,Female Baby Tee | FT47 White L,160,120,5
720,Female,Crop Top | FC39,SkyBlue,FCpTp-Sb-XL,Female Crop Top | FC39 SkyBlue XL,120,190,5
721,Female,Crop Top | FC39,Black,FCpTp-Bk-S,Female Crop Top | FC39 Black S,120,190,5
722,Female,Cropped Hoodie | FC32,Mustard Yellow,FCpHd-MYl-XL,Female Cropped Hoodie | FC32 Mustard Yellow XL,290,580,5
723,Female,Womens Tank Top | FT37,Pink,FTt-Pk-S,Female Womens Tank Top | FT37 Pink S,130,170,5
724,Female,Crop Tank | FC40,Royal Blue,FFCpTnk-Rb-S,Female Crop Tank | FC40 Royal Blue S,100,130,5
725,Female,Baby Tee | FT47,Light Baby Pink,FBbyTrnHs-LBp-S,Female Baby Tee | FT47 Light Baby Pink S,160,120,5
726,Female,Crop Top | FC39,Golden Yellow,FCpTp-GYI-XXL,Female Crop Top | FC39 Golden Yellow XXL,120,200,5
727,Female,T-Shirt Dress | FC43,Navy Blue,FLtFs-Nb-S,Female T-Shirt Dress | FC43 Navy Blue S,235,250,5
728,Female,Crop Top | FC39,Beige,FCpTp-Be-S,Female Crop Top | FC39 Beige S,120,190,5
729,Female,Crop Tank | FC40,Olive Green,FFCpTnk-OG-XXL,Female Crop Tank | FC40 Olive Green XXL,100,130,5
730,Female,Womens Tank Top | FT37,White,FTt-Wh-M,Female Womens Tank Top | FT37 White M,130,170,5
731,Female,T-Shirt Dress | FC43,Golden Yellow,FLtFs-GYI-M,Female T-Shirt Dress | FC43 Golden Yellow M,235,250,5
732,Female,Womens Tank Top | FT37,Navy Blue,FTt-Nb-M,Female Womens Tank Top | FT37 Navy Blue M,130,170,5
733,Female,Cropped Hoodie | FC32,Mustard Yellow,FCpHd-MYl-S,Female Cropped Hoodie | FC32 Mustard Yellow S,290,580,5
734,Female,Womens Tank Top | FT37,Grey Melange,FTt-Gm-M,Female Womens Tank Top | FT37 Grey Melange M,130,170,5
735,Female,Crop Tank | FC40,Black,FFCpTnk-Bk-XL,Female Crop Tank | FC40 Black XL,100,130,5
736,Female,Baby Tee | FT47,Navy Blue,FBbyTrnHs-Nb-XL,Female Baby Tee | FT47 Navy Blue XL,160,120,5
737,Female,Crop Top | FC39,Grey Melange,FCpTp-Gm-XXL,Female Crop Top | FC39 Grey Melange XXL,120,200,5
738,Female,T-Shirt Dress | FC43,Black,FLtFs-Bk-M,Female T-Shirt Dress | FC43 Black M,235,250,5
739,Female,Crop Top | FC39,Light Baby Pink,FCpTp-LBp-XS,Female Crop Top | FC39 Light Baby Pink XS,120,190,5
740,Female,Crop Tank | FC40,Olive Green,FFCpTnk-OG-M,Female Crop Tank | FC40 Olive Green M,100,130,5
741,Female,Crop Top | FC39,Grey Melange,FCpTp-Gm-L,Female Crop Top | FC39 Grey Melange L,120,190,5
742,Female,T-Shirt Dress | FC43,Red,FLtFs-Rd-L,Female T-Shirt Dress | FC43 Red L,235,250,5
743,Female,Womens Tank Top | FT37,Black,FTt-Bk-S,Female Womens Tank Top | FT37 Black S,130,170,5
744,Female,Cropped Hoodie | FC32,Maroon,FCpHd-Mn-L,Female Cropped Hoodie | FC32 Maroon L,290,580,5
745,Female,Crop Tank | FC40,Black,FFCpTnk-Bk-S,Female Crop Tank | FC40 Black S,100,130,5
746,Female,Cropped Hoodie | FC32,Maroon,FCpHd-Mn-XXL,Female Cropped Hoodie | FC32 Maroon XXL,290,600,5
747,Female,Baby Tee | FT47,Navy Blue,FBbyTrnHs-Nb-S,Female Baby Tee | FT47 Navy Blue S,160,120,5
748,Female,Crop Top | FC39,Beige,FCpTp-Be-XL,Female Crop Top | FC39 Beige XL,120,190,5
749,Female,Maternity Dress | FM44,Black,FMtHs-Bk-L,Female Maternity Dress | FM44 Black L,210,250,5
750,Female,T-Shirt Dress | FC43,White,FLtFs-Wh-L,Female T-Shirt Dress | FC43 White L,235,250,5
751,Female,Crop Top | FC39,Golden Yellow,FCpTp-GYI-S,Female Crop Top | FC39 Golden Yellow S,120,190,5
752,Female,Womens Tank Top | FT37,Pink,FTt-Pk-L,Female Womens Tank Top | FT37 Pink L,130,170,5
753,Female,Crop Tank | FC40,Purple,FFCpTnk-Pu-XXL,Female Crop Tank | FC40 Purple XXL,100,130,5
754,Female,Baby Tee | FT47,Lavender,FBbyTrnHs-Lv-XXL,Female Baby Tee | FT47 Lavender XXL,160,120,5
755,Female,Crop Top | FC39,Black,FCpTp-Bk-XL,Female Crop Top | FC39 Black XL,120,190,5
756,Female,Womens Tank Top | FT37,White,FTt-Wh-L,Female Womens Tank Top | FT37 White L,130,170,5
757,Female,Classic Crew T-Shirt,Lavender,FRnHs-Lv-XL,Female Classic Crew T-Shirt Lavender XL,130,225,5
758,Female,Classic Crew T-Shirt,Purple,FRnHs-Pu-XXL,Female Classic Crew T-Shirt Purple XXL,130,225,5
759,Female,Classic Crew T-Shirt,Royal Blue,FRnHs-Rb-M,Female Classic Crew T-Shirt Royal Blue M,130,225,5
760,Female,Classic Crew T-Shirt,Light Baby Pink,FRnHs-LBp-S,Female Classic Crew T-Shirt Light Baby Pink S,130,225,5
761,Female,Classic Crew T-Shirt,Flag Green,FRnHs-Fgn-XL,Female Classic Crew T-Shirt Flag Green XL,130,225,5
762,Female,Classic Crew T-Shirt,Grey Melange,FRnHs-Gm-S,Female Classic Crew T-Shirt Grey Melange S,130,225,5
763,Female,Classic Crew T-Shirt,Pink,FRnHs-Pk-XS,Female Classic Crew T-Shirt Pink XS,130,225,5
764,Female,Classic Crew T-Shirt,Charcoal Melange,FRnHs-Cm-XL,Female Classic Crew T-Shirt Charcoal Melange XL,130,225,5
765,Female,Classic Crew T-Shirt,Royal Blue,FRnHs-Rb-XXL,Female Classic Crew T-Shirt Royal Blue XXL,130,225,5
766,Female,Classic Crew T-Shirt,White,FRnHs-Wh-M,Female Classic Crew T-Shirt White M,130,225,5
767,Female,Classic Crew T-Shirt,Bottle Green,FRnHs-Gn-M,Female Classic Crew T-Shirt Bottle Green M,130,225,5
768,Female,Classic Crew T-Shirt,Mustard Yellow,FRnHs-MYl-S,Female Classic Crew T-Shirt Mustard Yellow S,130,225,5
769,Female,Classic Crew T-Shirt,Purple,FRnHs-Pu-L,Female Classic Crew T-Shirt Purple L,130,225,5
770,Female,Classic Crew T-Shirt,Navy Blue,FRnHs-Nb-S,Female Classic Crew T-Shirt Navy Blue S,130,225,5
771,Female,Classic Crew T-Shirt,Flag Green,FRnHs-Fgn-XS,Female Classic Crew T-Shirt Flag Green XS,130,225,5
772,Female,Classic Crew T-Shirt,Grey Melange,FRnHs-Gm-L,Female Classic Crew T-Shirt Grey Melange L,130,225,5
773,Female,Classic Crew T-Shirt,Light Baby Pink,FRnHs-LBp-L,Female Classic Crew T-Shirt Light Baby Pink L,130,225,5
774,Female,Classic Crew T-Shirt,White,FRnHs-Wh-L,Female Classic Crew T-Shirt White L,130,225,5
775,Female,Classic Crew T-Shirt,Yellow,FRnHs-Yl-M,Female Classic Crew T-Shirt Yellow M,130,225,5
776,Female,Classic Crew T-Shirt,Coffee Brown,FRnHs-bn-S,Female Classic Crew T-Shirt Coffee Brown S,130,225,5
777,Female,Classic Crew T-Shirt,Red,FRnHs-Rd-XL,Female Classic Crew T-Shirt Red XL,130,225,5
778,Female,Classic Crew T-Shirt,Beige,FRnHs-Be-XXL,Female Classic Crew T-Shirt Beige XXL,130,225,5
779,Female,Classic Crew T-Shirt,Black,FRnHs-Bk-S,Female Classic Crew T-Shirt Black S,130,225,5
780,Female,Classic Crew T-Shirt,Purple,FRnHs-Pu-XS,Female Classic Crew T-Shirt Purple XS,130,225,5
781,Female,Classic Crew T-Shirt,Black,FRnHs-Bk-XL,Female Classic Crew T-Shirt Black XL,130,225,5
782,Female,Classic Crew T-Shirt,Coffee Brown,FRnHs-bn-XL,Female Classic Crew T-Shirt Coffee Brown XL,130,225,5
783,Female,Classic Crew T-Shirt,SkyBlue,FRnHs-Sb-XXL,Female Classic Crew T-Shirt SkyBlue XXL,130,225,5
784,Female,Classic Crew T-Shirt,SkyBlue,FRnHs-Sb-M,Female Classic Crew T-Shirt SkyBlue M,130,225,5
785,Female,Classic Crew T-Shirt,Golden Yellow,FRnHs-GYI-S,Female Classic Crew T-Shirt Golden Yellow S,130,225,5
786,Female,Classic Crew T-Shirt,Royal Blue,FRnHs-Rb-L,Female Classic Crew T-Shirt Royal Blue L,130,225,5
787,Female,Classic Crew T-Shirt,Mustard Yellow,FRnHs-MYl-XXL,Female Classic Crew T-Shirt Mustard Yellow XXL,130,225,5
788,Female,Classic Crew T-Shirt,Maroon,FRnHs-Mn-XS,Female Classic Crew T-Shirt Maroon XS,130,225,5
789,Female,Classic Crew T-Shirt,Beige,FRnHs-Be-M,Female Classic Crew T-Shirt Beige M,130,225,5
790,Female,Classic Crew T-Shirt,Golden Yellow,FRnHs-GYI-L,Female Classic Crew T-Shirt Golden Yellow L,130,225,5
791,Female,Classic Crew T-Shirt,Navy Blue,FRnHs-Nb-XXL,Female Classic Crew T-Shirt Navy Blue XXL,130,225,5
792,Female,Classic Crew T-Shirt,Charcoal Melange,FRnHs-Cm-M,Female Classic Crew T-Shirt Charcoal Melange M,130,225,5
793,Female,Classic Crew T-Shirt,Orange,FRnHs-or-S,Female Classic Crew T-Shirt Orange S,130,225,5
794,Female,Classic Crew T-Shirt,Yellow,FRnHs-Yl-XL,Female Classic Crew T-Shirt Yellow XL,130,225,5
795,Female,Classic Crew T-Shirt,Orange,FRnHs-or-XXL,Female Classic Crew T-Shirt Orange XXL,130,225,5
796,Female,Classic Crew T-Shirt,Red,FRnHs-Rd-XS,Female Classic Crew T-Shirt Red XS,130,225,5
797,Female,Classic Crew T-Shirt,Lavender,FRnHs-Lv-M,Female Classic Crew T-Shirt Lavender M,130,225,5
798,Female,Classic Crew T-Shirt,New Yellow,FRnHs-NYl-XL,Female Classic Crew T-Shirt New Yellow XL,130,225,5
799,Female,Classic Crew T-Shirt,SkyBlue,FRnHs-Sb-L,Female Classic Crew T-Shirt SkyBlue L,130,225,5
800,Female,Classic Crew T-Shirt,Beige,FRnHs-Be-L,Female Classic Crew T-Shirt Beige L,130,225,5
801,Female,Classic Crew T-Shirt,Flag Green,FRnHs-Fgn-XXL,Female Classic Crew T-Shirt Flag Green XXL,130,225,5
802,Female,Classic Crew T-Shirt,Royal Blue,FRnHs-Rb-XS,Female Classic Crew T-Shirt Royal Blue XS,130,225,5
803,Female,Classic Crew T-Shirt,Light Baby Pink,FRnHs-LBp-M,Female Classic Crew T-Shirt Light Baby Pink M,130,225,5
804,Female,Classic Crew T-Shirt,Pink,FRnHs-Pk-L,Female Classic Crew T-Shirt Pink L,130,225,5
805,Female,Classic Crew T-Shirt,Grey Melange,FRnHs-Gm-M,Female Classic Crew T-Shirt Grey Melange M,130,225,5
806,Female,Classic Crew T-Shirt,New Yellow,FRnHs-NYl-S,Female Classic Crew T-Shirt New Yellow S,130,225,5
807,Female,Classic Crew T-Shirt,Red,FRnHs-Rd-XXL,Female Classic Crew T-Shirt Red XXL,130,225,5
808,Female,Classic Crew T-Shirt,White,FRnHs-Wh-XS,Female Classic Crew T-Shirt White XS,130,225,5
809,Female,Classic Crew T-Shirt,Bottle Green,FRnHs-Gn-XS,Female Classic Crew T-Shirt Bottle Green XS,130,225,5
810,Female,Classic Crew T-Shirt,Mustard Yellow,FRnHs-MYl-M,Female Classic Crew T-Shirt Mustard Yellow M,130,225,5
811,Female,Classic Crew T-Shirt,Purple,FRnHs-Pu-XL,Female Classic Crew T-Shirt Purple XL,130,225,5
812,Female,Classic Crew T-Shirt,Navy Blue,FRnHs-Nb-M,Female Classic Crew T-Shirt Navy Blue M,130,225,5
813,Female,Classic Crew T-Shirt,Pink,FRnHs-Pk-S,Female Classic Crew T-Shirt Pink S,130,225,5
814,Female,Classic Crew T-Shirt,Grey Melange,FRnHs-Gm-XL,Female Classic Crew T-Shirt Grey Melange XL,130,225,5
815,Female,Classic Crew T-Shirt,Light Baby Pink,FRnHs-LBp-XL,Female Classic Crew T-Shirt Light Baby Pink XL,130,225,5
816,Female,Classic Crew T-Shirt,White,FRnHs-Wh-XL,Female Classic Crew T-Shirt White XL,130,225,5
817,Female,Classic Crew T-Shirt,Yellow,FRnHs-Yl-XS,Female Classic Crew T-Shirt Yellow XS,130,225,5
818,Female,Classic Crew T-Shirt,Coffee Brown,FRnHs-bn-M,Female Classic Crew T-Shirt Coffee Brown M,130,225,5
819,Female,Classic Crew T-Shirt,Maroon,FRnHs-Mn-L,Female Classic Crew T-Shirt Maroon L,130,225,5
820,Female,Classic Crew T-Shirt,White,FRnHs-Wh-XXL,Female Classic Crew T-Shirt White XXL,130,225,5
821,Female,Classic Crew T-Shirt,Black,FRnHs-Bk-M,Female Classic Crew T-Shirt Black M,130,225,5
822,Female,Classic Crew T-Shirt,Flag Green,FRnHs-Fgn-S,Female Classic Crew T-Shirt Flag Green S,130,225,5
823,Female,Classic Crew T-Shirt,Navy Blue,FRnHs-Nb-L,Female Classic Crew T-Shirt Navy Blue L,130,225,5
824,Female,Classic Crew T-Shirt,Mustard Yellow,FRnHs-MYl-L,Female Classic Crew T-Shirt Mustard Yellow L,130,225,5
825,Female,Classic Crew T-Shirt,Yellow,FRnHs-Yl-XXL,Female Classic Crew T-Shirt Yellow XXL,130,225,5
826,Female,Classic Crew T-Shirt,SkyBlue,FRnHs-Sb-XS,Female Classic Crew T-Shirt SkyBlue XS,130,225,5
827,Female,Classic Crew T-Shirt,Golden Yellow,FRnHs-GYI-M,Female Classic Crew T-Shirt Golden Yellow M,130,225,5
828,Female,Classic Crew T-Shirt,Royal Blue,FRnHs-Rb-XL,Female Classic Crew T-Shirt Royal Blue XL,130,225,5
829,Female,Classic Crew T-Shirt,Light Baby Pink,FRnHs-LBp-XXL,Female Classic Crew T-Shirt Light Baby Pink XXL,130,225,5
830,Female,Classic Crew T-Shirt,Purple,FRnHs-Pu-S,Female Classic Crew T-Shirt Purple S,130,225,5
831,Female,Classic Crew T-Shirt,Beige,FRnHs-Be-XS,Female Classic Crew T-Shirt Beige XS,130,225,5
832,Female,Classic Crew T-Shirt,Golden Yellow,FRnHs-GYI-XL,Female Classic Crew T-Shirt Golden Yellow XL,130,225,5
833,Female,Classic Crew T-Shirt,Grey Melange,FRnHs-Gm-XXL,Female Classic Crew T-Shirt Grey Melange XXL,130,225,5
834,Female,Classic Crew T-Shirt,Charcoal Melange,FRnHs-Cm-XS,Female Classic Crew T-Shirt Charcoal Melange XS,130,225,5
835,Female,Classic Crew T-Shirt,Orange,FRnHs-or-M,Female Classic Crew T-Shirt Orange M,130,225,5
836,Female,Classic Crew T-Shirt,Bottle Green,FRnHs-Gn-L,Female Classic Crew T-Shirt Bottle Green L,130,225,5
837,Female,Classic Crew T-Shirt,Golden Yellow,FRnHs-GYI-XXL,Female Classic Crew T-Shirt Golden Yellow XXL,130,225,5
838,Female,Classic Crew T-Shirt,Maroon,FRnHs-Mn-S,Female Classic Crew T-Shirt Maroon S,130,225,5
839,Female,Classic Crew T-Shirt,Lavender,FRnHs-Lv-XS,Female Classic Crew T-Shirt Lavender XS,130,225,5
840,Female,Classic Crew T-Shirt,Orange,FRnHs-or-L,Female Classic Crew T-Shirt Orange L,130,225,5
841,Female,Classic Crew T-Shirt,SkyBlue,FRnHs-Sb-XL,Female Classic Crew T-Shirt SkyBlue XL,130,225,5
842,Female,Classic Crew T-Shirt,Beige,FRnHs-Be-XL,Female Classic Crew T-Shirt Beige XL,130,225,5
843,Female,Classic Crew T-Shirt,Pink,FRnHs-Pk-XXL,Female Classic Crew T-Shirt Pink XXL,130,225,5
844,Female,Classic Crew T-Shirt,Red,FRnHs-Rd-S,Female Classic Crew T-Shirt Red S,130,225,5
845,Female,Classic Crew T-Shirt,Light Baby Pink,FRnHs-LBp-XS,Female Classic Crew T-Shirt Light Baby Pink XS,130,225,5
846,Female,Classic Crew T-Shirt,Pink,FRnHs-Pk-XL,Female Classic Crew T-Shirt Pink XL,130,225,5
847,Female,Classic Crew T-Shirt,Grey Melange,FRnHs-Gm-XS,Female Classic Crew T-Shirt Grey Melange XS,130,225,5
848,Female,Classic Crew T-Shirt,New Yellow,FRnHs-NYl-M,Female Classic Crew T-Shirt New Yellow M,130,225,5
849,Female,Classic Crew T-Shirt,Maroon,FRnHs-Mn-XXL,Female Classic Crew T-Shirt Maroon XXL,130,225,5
850,Female,Classic Crew T-Shirt,Royal Blue,FRnHs-Rb-S,Female Classic Crew T-Shirt Royal Blue S,130,225,5
851,Female,Classic Crew T-Shirt,Mustard Yellow,FRnHs-MYl-XS,Female Classic Crew T-Shirt Mustard Yellow XS,130,225,5
852,Female,Classic Crew T-Shirt,Flag Green,FRnHs-Fgn-L,Female Classic Crew T-Shirt Flag Green L,130,225,5
853,Female,Classic Crew T-Shirt,Navy Blue,FRnHs-Nb-XS,Female Classic Crew T-Shirt Navy Blue XS,130,225,5
854,Female,Classic Crew T-Shirt,Pink,FRnHs-Pk-M,Female Classic Crew T-Shirt Pink M,130,225,5
855,Female,Classic Crew T-Shirt,Charcoal Melange,FRnHs-Cm-L,Female Classic Crew T-Shirt Charcoal Melange L,130,225,5
856,Female,Classic Crew T-Shirt,Lavender,FRnHs-Lv-L,Female Classic Crew T-Shirt Lavender L,130,225,5
857,Female,Classic Crew T-Shirt,Bottle Green,FRnHs-Gn-XXL,Female Classic Crew T-Shirt Bottle Green XXL,130,225,5
858,Female,Classic Crew T-Shirt,White,FRnHs-Wh-S,Female Classic Crew T-Shirt White S,130,225,5
859,Female,Classic Crew T-Shirt,Bottle Green,FRnHs-Gn-S,Female Classic Crew T-Shirt Bottle Green S,130,225,5
860,Female,Classic Crew T-Shirt,Coffee Brown,FRnHs-bn-XS,Female Classic Crew T-Shirt Coffee Brown XS,130,225,5
861,Female,Classic Crew T-Shirt,Maroon,FRnHs-Mn-XL,Female Classic Crew T-Shirt Maroon XL,130,225,5
862,Female,Classic Crew T-Shirt,Black,FRnHs-Bk-XS,Female Classic Crew T-Shirt Black XS,130,225,5
863,Female,Classic Crew T-Shirt,Flag Green,FRnHs-Fgn-M,Female Classic Crew T-Shirt Flag Green M,130,225,5
864,Female,Classic Crew T-Shirt,Navy Blue,FRnHs-Nb-XL,Female Classic Crew T-Shirt Navy Blue XL,130,225,5
865,Female,Classic Crew T-Shirt,Mustard Yellow,FRnHs-MYl-XL,Female Classic Crew T-Shirt Mustard Yellow XL,130,225,5
866,Female,Classic Crew T-Shirt,Yellow,FRnHs-Yl-S,Female Classic Crew T-Shirt Yellow S,130,225,5
867,Female,Classic Crew T-Shirt,Golden Yellow,FRnHs-GYI-XS,Female Classic Crew T-Shirt Golden Yellow XS,130,225,5
868,Female,Classic Crew T-Shirt,Red,FRnHs-Rd-L,Female Classic Crew T-Shirt Red L,130,225,5
869,Female,Classic Crew T-Shirt,Lavender,FRnHs-Lv-XXL,Female Classic Crew T-Shirt Lavender XXL,130,225,5
870,Female,Classic Crew T-Shirt,Purple,FRnHs-Pu-M,Female Classic Crew T-Shirt Purple M,130,225,5
871,Female,Classic Crew T-Shirt,Black,FRnHs-Bk-L,Female Classic Crew T-Shirt Black L,130,225,5
872,Female,Classic Crew T-Shirt,Coffee Brown,FRnHs-bn-L,Female Classic Crew T-Shirt Coffee Brown L,130,225,5
873,Female,Classic Crew T-Shirt,Charcoal Melange,FRnHs-Cm-XXL,Female Classic Crew T-Shirt Charcoal Melange XXL,130,225,5
874,Female,Classic Crew T-Shirt,SkyBlue,FRnHs-Sb-S,Female Classic Crew T-Shirt SkyBlue S,130,225,5
875,Female,Classic Crew T-Shirt,Orange,FRnHs-or-XS,Female Classic Crew T-Shirt Orange XS,130,225,5
876,Female,Classic Crew T-Shirt,Bottle Green,FRnHs-Gn-XL,Female Classic Crew T-Shirt Bottle Green XL,130,225,5
877,Female,Classic Crew T-Shirt,Coffee Brown,FRnHs-bn-XXL,Female Classic Crew T-Shirt Coffee Brown XXL,130,225,5
878,Female,Classic Crew T-Shirt,Maroon,FRnHs-Mn-M,Female Classic Crew T-Shirt Maroon M,130,225,5
879,Female,Classic Crew T-Shirt,Beige,FRnHs-Be-S,Female Classic Crew T-Shirt Beige S,130,225,5
880,Female,Classic Crew T-Shirt,Orange,FRnHs-or-XL,Female Classic Crew T-Shirt Orange XL,130,225,5
881,Female,Classic Crew T-Shirt,Black,FRnHs-Bk-XXL,Female Classic Crew T-Shirt Black XXL,130,225,5
882,Female,Classic Crew T-Shirt,New Yellow,FRnHs-NYl-XS,Female Classic Crew T-Shirt New Yellow XS,130,225,5
883,Female,Classic Crew T-Shirt,Yellow,FRnHs-Yl-L,Female Classic Crew T-Shirt Yellow L,130,225,5
884,Female,Classic Crew T-Shirt,New Yellow,FRnHs-NYl-XXL,Female Classic Crew T-Shirt New Yellow XXL,130,225,5
885,Female,Classic Crew T-Shirt,Red,FRnHs-Rd-M,Female Classic Crew T-Shirt Red M,130,225,5
886,Female,Classic Crew T-Shirt,Lavender,FRnHs-Lv-S,Female Classic Crew T-Shirt Lavender S,130,225,5
887,Female,Classic Crew T-Shirt,New Yellow,FRnHs-NYl-L,Female Classic Crew T-Shirt New Yellow L,130,225,5
888,Female,Classic Crew T-Shirt,Charcoal Melange,FRnHs-Cm-S,Female Classic Crew T-Shirt Charcoal Melange S,130,225,5
889,Female,Womens AOP T-Shirt | FA21,White,FAopFRnHs-Wh-XL,Female Womens AOP T-Shirt | FA21 White XL,300,220,5
890,Female,AOP Bodycon Dress | FD74,White,FAOPBdycn-Wh-XS,Female AOP Bodycon Dress | FD74 White XS,400,350,5
891,Female,Womens AOP Crop Top | FA32,White,FAopCrpTp-Wh-XXL,Female Womens AOP Crop Top | FA32 White XXL,250,180,5
892,Female,AOP Gym legging | FA41,White,FGymleg-Wh-S,Female AOP Gym legging | FA41 White S,400,480,5
893,Female,AOP T-Shirt Dress | FA35,White,FAopwlt-Wh-S,Female AOP T-Shirt Dress | FA35 White S,430,420,5
894,Female,Womens AOP T-Shirt | FA21,White,FAopFRnHs-Wh-S,Female Womens AOP T-Shirt | FA21 White S,300,220,5
895,Female,AOP Bodycon Dress | FD74,White,FAOPBdycn-Wh-L,Female AOP Bodycon Dress | FD74 White L,400,350,5
896,Female,Womens AOP Tank Top | FA37,White,FAopFRnTT-Wh-XXL,Female Womens AOP Tank Top | FA37 White XXL,300,200,5
897,Female,Womens AOP Tank Top | FA37,White,FAopFRnTT-Wh-L,Female Womens AOP Tank Top | FA37 White L,300,200,5
898,Female,AOP A Line Dress | FD16,White,FAOPALinDrs-Wh-XS,Female AOP A Line Dress | FD16 White XS,450,350,5
899,Female,AOP Pencil Skirt | FS58,White,FAOPPnclSkt-Wh-XL,Female AOP Pencil Skirt | FS58 White XL,330,300,5
900,Female,Womens AOP Bomber Jacket | FA30,White,FAopWBrJac-Wh-XXL,Female Womens AOP Bomber Jacket | FA30 White XXL,700,690,5
901,Female,Womens AOP Crop Top | FA32,White,FAopCrpTp-Wh-XS,Female Womens AOP Crop Top | FA32 White XS,250,150,5
902,Female,AOP Pencil Skirt | FS58,White,FAOPPnclSkt-Wh-S,Female AOP Pencil Skirt | FS58 White S,330,300,5
903,Female,Womens AOP Bomber Jacket | FA30,White,FAopWBrJac-Wh-M,Female Womens AOP Bomber Jacket | FA30 White M,700,690,5
904,Female,Womens AOP Crop Top | FA32,White,FAopCrpTp-Wh-M,Female Womens AOP Crop Top | FA32 White M,250,150,5
905,Female,AOP Sports Bra | FA50,White,FSptBra-Wh-XXL,Female AOP Sports Bra | FA50 White XXL,460,500,5
906,Female,AOP A Line Dress | FD16,White,FAOPALinDrs-Wh-L,Female AOP A Line Dress | FD16 White L,450,350,5
